"","X1","#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","url","desc.1","desc.2","list.best.stats","best.hp","best.atk","best.def","best.sp.atk","best.sp.def","best.spd"
"730",730,661,"Fletchling","Normal","Flying",278,45,50,43,40,38,62,6,"False","https://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pokémon)","Fletchling (Japanese: ヤヤコマ Yayakoma) is a dual-type Normal/Flying Pokémon introduced in Generation VI.
","It evolves into Fletchinder starting at level 17, which evolves into Talonflame starting at level 35.
","z.spd",0,0,0,0,0,1
"731",731,662,"Fletchinder","Fire","Flying",382,62,73,55,56,52,84,6,"False","https://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pokémon)","Fletchinder (Japanese: ヒノヤコマ Hinoyakoma) is a dual-type Fire/Flying Pokémon introduced in Generation VI.
","It evolves from Fletchling starting at level 17 and evolves into Talonflame starting at level 35.
","z.spd",0,0,0,0,0,1
"732",732,663,"Talonflame","Fire","Flying",499,78,81,71,74,69,126,6,"False","https://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pokémon)","Talonflame (Japanese: ファイアロー Fiarrow) is a dual-type Fire/Flying Pokémon introduced in Generation VI.
","It evolves from Fletchinder starting at level 35. It is the final form of Fletchling.
","z.spd",0,0,0,0,0,1
"733",733,664,"Scatterbug","Bug",NA,200,38,35,40,27,25,35,6,"False","https://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pokémon)","Scatterbug (Japanese: コフキムシ Kofukimushi) is a Bug-type Pokémon introduced in Generation VI.
","It evolves into Spewpa starting at level 9, which evolves into Vivillon starting at level 12.
","z.def",0,0,1,0,0,0
"734",734,665,"Spewpa","Bug",NA,213,45,22,60,27,30,29,6,"False","https://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pokémon)","Spewpa (Japanese: コフーライ Kofuurai) is a Bug-type Pokémon introduced in Generation VI.
","It evolves from Scatterbug starting at level 9 and evolves into Vivillon starting at level 12.
","z.def",0,0,1,0,0,0
"735",735,666,"Vivillon","Bug","Flying",411,80,52,50,90,50,89,6,"False","https://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pokémon)","Vivillon (Japanese: ビビヨン Viviyon) is a dual-type Bug/Flying Pokémon introduced in Generation VI.
","It evolves from Spewpa starting at level 12. It is the final form of Scatterbug.
","z.spd",0,0,0,0,0,1
"736",736,667,"Litleo","Fire","Normal",369,62,50,58,73,54,72,6,"False","https://bulbapedia.bulbagarden.net/wiki/Litleo_(Pokémon)","Litleo (Japanese: シシコ Shishiko) is a dual-type Fire/Normal Pokémon introduced in Generation VI.
","It evolves into Pyroar starting at level 35.
","z.spd",0,0,0,0,0,1
"737",737,668,"Pyroar","Fire","Normal",507,86,68,72,109,66,106,6,"False","https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pokémon)","Pyroar (Japanese: カエンジシ Kaenjishi) is a dual-type Fire/Normal Pokémon introduced in Generation VI.
","It evolves from Litleo starting at level 35.
","z.spd",0,0,0,0,0,1
"738",738,669,"Flabébé","Fairy",NA,303,44,38,39,61,79,42,6,"False","https://bulbapedia.bulbagarden.net/wiki/Flabébé_(Pokémon)","Flabébé (Japanese: フラベベ Flabebe) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves into Floette starting at level 19, which evolves into Florges when exposed to a Shiny Stone. Its flower can come in five different colors.
","z.sp.def",0,0,0,0,1,0
"739",739,670,"Floette","Fairy",NA,371,54,45,47,75,98,52,6,"False","https://bulbapedia.bulbagarden.net/wiki/Floette_(Pokémon)","Floette (Japanese: フラエッテ Floette) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves from Flabébé starting at level 19 and evolves into Florges when exposed to a Shiny Stone. Its flower can come in five different colors.
","z.sp.def",0,0,0,0,1,0
"740",740,671,"Florges","Fairy",NA,552,78,65,68,112,154,75,6,"False","https://bulbapedia.bulbagarden.net/wiki/Florges_(Pokémon)","Florges (Japanese: フラージェス Florges) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves from Floette when exposed to a Shiny Stone. It is the final form of Flabébé. Its flower can come in five different colors.
","z.sp.def",0,0,0,0,1,0
"741",741,672,"Skiddo","Grass",NA,350,66,65,48,62,57,52,6,"False","https://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pokémon)","Skiddo (Japanese: メェークル Meecle) is a Grass-type Pokémon introduced in Generation VI.
","It evolves into Gogoat starting at level 32.
","z.hp",1,0,0,0,0,0
"742",742,673,"Gogoat","Grass",NA,531,123,100,62,97,81,68,6,"False","https://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pokémon)","Gogoat (Japanese: ゴーゴート Gogoat) is a Grass-type Pokémon introduced in Generation VI.
","It evolves from Skiddo starting at level 32.
","z.hp",1,0,0,0,0,0
"743",743,674,"Pancham","Fighting",NA,348,67,82,62,46,48,43,6,"False","https://bulbapedia.bulbagarden.net/wiki/Pancham_(Pokémon)","Pancham (Japanese: ヤンチャム Yancham) is a Fighting-type Pokémon introduced in Generation VI.
","It evolves into Pangoro starting at level 32 while the player has a Dark-type Pokémon in their party.
","z.atk",0,1,0,0,0,0
"744",744,675,"Pangoro","Fighting","Dark",495,95,124,78,69,71,58,6,"False","https://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pokémon)","Pangoro (Japanese: ゴロンダ Goronda) is a dual-type Fighting/Dark Pokémon introduced in Generation VI.
","It evolves from Pancham starting at level 32, if the player has a Dark-type Pokémon in their party.
","z.atk",0,1,0,0,0,0
"745",745,676,"Furfrou","Normal",NA,472,75,80,60,65,90,102,6,"False","https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pokémon)","Furfrou (Japanese: トリミアン Trimmien) is a Normal-type Pokémon introduced in Generation VI.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"746",746,677,"Espurr","Psychic",NA,355,62,48,54,63,60,68,6,"False","https://bulbapedia.bulbagarden.net/wiki/Espurr_(Pokémon)","Espurr (Japanese: ニャスパー Nyasper) is a Psychic-type Pokémon introduced in Generation VI.
","It evolves into Meowstic starting at level 25.
","z.spd",0,0,0,0,0,1
"747",747,678,"MeowsticMale","Psychic",NA,466,74,48,76,83,81,104,6,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"748",748,678,"MeowsticFemale","Psychic",NA,466,74,48,76,83,81,104,6,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"749",749,679,"Honedge","Steel","Ghost",325,45,80,100,35,37,28,6,"False","https://bulbapedia.bulbagarden.net/wiki/Honedge_(Pokémon)","Honedge (Japanese: ヒトツキ Hitotsuki) is a dual-type Steel/Ghost Pokémon introduced in Generation VI.
","It evolves into Doublade starting at level 35, which evolves into Aegislash when exposed to a Dusk Stone.
","z.def",0,0,1,0,0,0
"750",750,680,"Doublade","Steel","Ghost",448,59,110,150,45,49,35,6,"False","https://bulbapedia.bulbagarden.net/wiki/Doublade_(Pokémon)","Doublade (Japanese: ニダンギル Nidangill) is a dual-type Steel/Ghost Pokémon introduced in Generation VI.
","It evolves from Honedge starting at level 35 and evolves into Aegislash when exposed to a Dusk Stone.
","z.def",0,0,1,0,0,0
"751",751,681,"AegislashBlade Forme","Steel","Ghost",520,60,150,50,150,50,60,6,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"752",752,681,"AegislashShield Forme","Steel","Ghost",520,60,50,150,50,150,60,6,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"753",753,682,"Spritzee","Fairy",NA,341,78,52,60,63,65,23,6,"False","https://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pokémon)","Spritzee (Japanese: シュシュプ Shushupu) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves into Aromatisse when traded holding a Sachet.
","z.hp",1,0,0,0,0,0
"754",754,683,"Aromatisse","Fairy",NA,462,101,72,72,99,89,29,6,"False","https://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pokémon)","Aromatisse (Japanese: フレフワン Frefuwan) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves from Spritzee when traded holding a Sachet.
","z.hp",1,0,0,0,0,0
"755",755,684,"Swirlix","Fairy",NA,341,62,48,66,59,57,49,6,"False","https://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pokémon)","Swirlix (Japanese: ペロッパフ Peroppafu) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves into Slurpuff when traded holding a Whipped Dream.
","z.def",0,0,1,0,0,0
"756",756,685,"Slurpuff","Fairy",NA,480,82,80,86,85,75,72,6,"False","https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pokémon)","Slurpuff (Japanese: ペロリーム Peroream) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves from Swirlix when traded holding a Whipped Dream.
","z.hp",1,0,0,0,0,0
"757",757,686,"Inkay","Dark","Psychic",288,53,54,53,37,46,45,6,"False","https://bulbapedia.bulbagarden.net/wiki/Inkay_(Pokémon)","Inkay (Japanese: マーイーカ Maaiika) is a dual-type Dark/Psychic Pokémon introduced in Generation VI.
","It evolves into Malamar starting at level 30 when leveled up while the Nintendo 3DS system is held upside-down.
","z.hp",1,0,0,0,0,0
"758",758,687,"Malamar","Dark","Psychic",482,86,92,88,68,75,73,6,"False","https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pokémon)","Malamar (Japanese: カラマネロ Calamanero) is a dual-type Dark/Psychic Pokémon introduced in Generation VI.
","It evolves from Inkay starting at level 30 when leveled up while the Nintendo 3DS system is held upside-down.
","z.hp",1,0,0,0,0,0
"759",759,688,"Binacle","Rock","Water",306,42,52,67,39,56,50,6,"False","https://bulbapedia.bulbagarden.net/wiki/Binacle_(Pokémon)","Binacle (Japanese: カメテテ Kametete) is a dual-type Rock/Water Pokémon introduced in Generation VI.
","It evolves into Barbaracle starting at level 39.
","z.def",0,0,1,0,0,0
"760",760,689,"Barbaracle","Rock","Water",500,72,105,115,54,86,68,6,"False","https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pokémon)","Barbaracle (Japanese: ガメノデス Gamenodes) is a dual-type Rock/Water Pokémon introduced in Generation VI.
","It evolves from Binacle starting at level 39.
","z.def",0,0,1,0,0,0
"761",761,690,"Skrelp","Poison","Water",320,50,60,60,60,60,30,6,"False","https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pokémon)","Skrelp (Japanese: クズモー Kuzumo) is a dual-type Poison/Water Pokémon introduced in Generation VI.
","It evolves into Dragalge starting at level 48.
","z.sp.atk",0,0,0,1,0,0
"762",762,691,"Dragalge","Poison","Dragon",494,65,75,90,97,123,44,6,"False","https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pokémon)","Dragalge (Japanese: ドラミドロ Dramidoro) is a dual-type Poison/Dragon Pokémon introduced in Generation VI.
","It evolves from Skrelp starting at level 48.
","z.sp.def",0,0,0,0,1,0
"763",763,692,"Clauncher","Water",NA,330,50,53,62,58,63,44,6,"False","https://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pokémon)","Clauncher (Japanese: ウデッポウ Udeppou) is a Water-type Pokémon introduced in Generation VI.
","It evolves into Clawitzer starting at level 37.
","z.sp.def",0,0,0,0,1,0
"764",764,693,"Clawitzer","Water",NA,500,71,73,88,120,89,59,6,"False","https://bulbapedia.bulbagarden.net/wiki/Clawitzer_(Pokémon)","Clawitzer (Japanese: ブロスター Bloster) is a Water-type Pokémon introduced in Generation VI.
","It evolves from Clauncher starting at level 37.
","z.sp.atk",0,0,0,1,0,0
"765",765,694,"Helioptile","Electric","Normal",289,44,38,33,61,43,70,6,"False","https://bulbapedia.bulbagarden.net/wiki/Helioptile_(Pokémon)","Helioptile (Japanese: エリキテル Erikiteru) is a dual-type Electric/Normal Pokémon introduced in Generation VI.
","It evolves into Heliolisk when exposed to a Sun Stone.
","z.spd",0,0,0,0,0,1
"766",766,695,"Heliolisk","Electric","Normal",481,62,55,52,109,94,109,6,"False","https://bulbapedia.bulbagarden.net/wiki/Heliolisk_(Pokémon)","Heliolisk (Japanese: エレザード Elezard) is a dual-type Electric/Normal Pokémon introduced in Generation VI.
","It evolves from Helioptile when exposed to a Sun Stone.
","z.spd",0,0,0,0,0,1
"767",767,696,"Tyrunt","Rock","Dragon",362,58,89,77,45,45,48,6,"False","https://bulbapedia.bulbagarden.net/wiki/Tyrunt_(Pokémon)","Tyrunt (Japanese: チゴラス Chigoras) is a dual-type Rock/Dragon Fossil Pokémon introduced in Generation VI.
","It is resurrected from a Jaw Fossil and evolves into Tyrantrum when leveled up during the day starting at level 39.
","z.atk",0,1,0,0,0,0
"768",768,697,"Tyrantrum","Rock","Dragon",521,82,121,119,69,59,71,6,"False","https://bulbapedia.bulbagarden.net/wiki/Tyrantrum_(Pokémon)","Tyrantrum (Japanese: ガチゴラス Gachigoras) is a dual-type Rock/Dragon Fossil Pokémon introduced in Generation VI.
","It evolves from Tyrunt when leveled up during the day starting at level 39, after it is revived from a Jaw Fossil.
","z.def",0,0,1,0,0,0
"769",769,698,"Amaura","Rock","Ice",362,77,59,50,67,63,46,6,"False","https://bulbapedia.bulbagarden.net/wiki/Amaura_(Pokémon)","Amaura (Japanese: アマルス Amarus) is a dual-type Rock/Ice Fossil Pokémon introduced in Generation VI.
","It is resurrected from a Sail Fossil and evolves into Aurorus when leveled up at night starting at level 39.
","z.hp",1,0,0,0,0,0
"770",770,699,"Aurorus","Rock","Ice",521,123,77,72,99,92,58,6,"False","https://bulbapedia.bulbagarden.net/wiki/Aurorus_(Pokémon)","Aurorus (Japanese: アマルルガ Amaruruga) is a dual-type Rock/Ice Fossil Pokémon introduced in Generation VI.
","It evolves from Amaura when leveled up at night starting at level 39, after it is revived from a Sail Fossil.
","z.hp",1,0,0,0,0,0
"771",771,700,"Sylveon","Fairy",NA,525,95,65,65,110,130,60,6,"False","https://bulbapedia.bulbagarden.net/wiki/Sylveon_(Pokémon)","Sylveon (Japanese: ニンフィア Nymphia) is a Fairy-type Pokémon introduced in Generation VI.
","It evolves from Eevee when leveled up knowing a Fairy-type move and having at least two levels of Affection. It is one of Eevee's final forms, the others being Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, and Glaceon.
","z.sp.def",0,0,0,0,1,0
"772",772,701,"Hawlucha","Fighting","Flying",500,78,92,75,74,63,118,6,"False","https://bulbapedia.bulbagarden.net/wiki/Hawlucha_(Pokémon)","Hawlucha (Japanese: ルチャブル Luchabull) is a dual-type Fighting/Flying Pokémon introduced in Generation VI.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"773",773,702,"Dedenne","Electric","Fairy",431,67,58,57,81,67,101,6,"False","https://bulbapedia.bulbagarden.net/wiki/Dedenne_(Pokémon)","Dedenne (Japanese: デデンネ Dedenne) is a dual-type Electric/Fairy Pokémon introduced in Generation VI.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"774",774,703,"Carbink","Rock","Fairy",500,50,50,150,50,150,50,6,"False","https://bulbapedia.bulbagarden.net/wiki/Carbink_(Pokémon)","Carbink (Japanese: メレシー Melecie) is a dual-type Rock/Fairy Pokémon introduced in Generation VI.
","It is not known to evolve into or from any other Pokémon.
","z.sp.def",0,0,0,0,1,0
"775",775,704,"Goomy","Dragon",NA,300,45,50,35,55,75,40,6,"False","https://bulbapedia.bulbagarden.net/wiki/Goomy_(Pokémon)","Goomy (Japanese: ヌメラ Numera) is a Dragon-type Pokémon introduced in Generation VI.
","It evolves into Sliggoo starting at level 40, which evolves into Goodra starting at level 50 when leveled up during rain or fog in the overworld.
","z.sp.def",0,0,0,0,1,0
"776",776,705,"Sliggoo","Dragon",NA,452,68,75,53,83,113,60,6,"False","https://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pokémon)","Sliggoo (Japanese: ヌメイル Numeil) is a Dragon-type Pokémon introduced in Generation VI.
","It evolves from Goomy starting at level 40 and evolves into Goodra starting at level 50 when leveled up during rain or fog in the overworld. Rain instigated by Rain Dance, Drizzle, or Primordial Sea will not trigger this evolution.
","z.sp.def",0,0,0,0,1,0
"777",777,706,"Goodra","Dragon",NA,600,90,100,70,110,150,80,6,"False","https://bulbapedia.bulbagarden.net/wiki/Goodra_(Pokémon)","Goodra (Japanese: ヌメルゴン Numelgon) is a Dragon-type pseudo-legendary Pokémon introduced in Generation VI.
","It evolves from Sliggoo starting at level 50 when leveled up during rain or fog in the overworld. Rain instigated by Rain Dance, Drizzle or Primordial Sea will not trigger this evolution. It is the final form of Goomy.
","z.sp.def",0,0,0,0,1,0
"778",778,707,"Klefki","Steel","Fairy",470,57,80,91,80,87,75,6,"False","https://bulbapedia.bulbagarden.net/wiki/Klefki_(Pokémon)","Klefki (Japanese: クレッフィ Cleffy) is a dual-type Steel/Fairy Pokémon introduced in Generation VI.
","It is not known to evolve into or from any other Pokémon.
","z.def",0,0,1,0,0,0
"779",779,708,"Phantump","Ghost","Grass",309,43,70,48,50,60,38,6,"False","https://bulbapedia.bulbagarden.net/wiki/Phantump_(Pokémon)","Phantump (Japanese: ボクレー Bokurei) is a dual-type Ghost/Grass Pokémon introduced in Generation VI.
","It evolves into Trevenant when traded.
","z.atk",0,1,0,0,0,0
"780",780,709,"Trevenant","Ghost","Grass",474,85,110,76,65,82,56,6,"False","https://bulbapedia.bulbagarden.net/wiki/Trevenant_(Pokémon)","Trevenant (Japanese: オーロット Ohrot) is a dual-type Ghost/Grass Pokémon introduced in Generation VI.
","It evolves from Phantump when traded.
","z.atk",0,1,0,0,0,0
